time,G(i),H_sun,T2m,WS10m,Int
20110122:0310,0.0,0.0,-4.36,2.28,0.0
20110122:0410,0.0,0.0,-4.46,2.34,0.0
20110122:0510,0.0,0.0,-4.24,2.41,0.0
20110122:0610,0.0,0.0,-4.26,2.34,0.0
20110122:0710,0.0,0.0,-4.5,2.34,0.0
20110122:0810,219.52,5.49,-4.56,2.14,0.0
20110122:0910,524.69,14.59,-1.36,1.86,0.0
20110122:1010,723.46,22.09,1.59,2.83,0.0
20110122:1110,859.18,27.38,3.02,3.59,0.0
20110122:1210,907.84,29.82,3.92,3.72,0.0
20110122:1310,895.95,29.08,4.64,3.66,0.0
20110122:1410,787.1,25.27,5.11,3.59,0.0
20110122:1510,598.01,18.88,5.21,3.31,0.0
20110122:1610,397.69,10.57,4.63,2.41,0.0
20110122:1710,0.0,0.91,2.66,2.34,0.0
20110122:1810,0.0,0.0,0.62,2.48,0.0
20110122:1910,0.0,0.0,0.21,2.76,0.0
20110122:2010,0.0,0.0,-0.38,3.24,0.0
20110122:2110,0.0,0.0,-0.67,3.52,0.0
20110122:2210,0.0,0.0,-1.14,3.31,0.0
20110122:2310,0.0,0.0,-1.56,3.03,0.0
20110123:0010,0.0,0.0,-1.93,2.83,0.0
20110123:0110,0.0,0.0,-2.19,2.83,0.0
20110123:0210,0.0,0.0,-2.46,2.9,0.0
20110123:0310,0.0,0.0,-2.6,3.03,0.0
20110123:0410,0.0,0.0,-2.73,3.17,0.0
20110123:0510,0.0,0.0,-2.73,3.31,0.0
20110123:0610,0.0,0.0,-2.87,3.24,0.0
20110123:0710,0.0,0.0,-2.94,3.31,0.0
20110123:0810,239.45,5.61,-2.96,3.17,0.0
20110123:0910,515.07,14.74,-1.83,3.1,0.0
20110123:1010,738.29,22.27,-0.18,3.66,0.0
20110123:1110,870.53,27.58,1.28,3.66,0.0
20110123:1210,926.59,30.05,2.32,3.38,0.0
20110123:1310,906.71,29.32,3.12,3.1,0.0
20110123:1410,803.75,25.5,3.64,2.97,0.0
20110123:1510,607.32,19.11,3.83,2.97,0.0
20110123:1610,360.86,10.79,3.55,2.41,0.0
20110123:1710,0.0,1.12,1.96,2.21,0.0
20110123:1810,0.0,0.0,0.19,2.41,0.0
20110123:1910,0.0,0.0,-0.34,2.41,0.0
20110123:2010,0.0,0.0,-1.11,2.62,0.0
20110123:2110,0.0,0.0,-1.55,2.76,0.0
20110123:2210,0.0,0.0,-1.99,2.55,0.0
20110123:2310,0.0,0.0,-2.57,2.34,0.0
20110124:0010,0.0,0.0,-3.14,2.21,0.0
20110124:0110,0.0,0.0,-3.53,2.34,0.0
20110124:0210,0.0,0.0,-3.38,2.55,0.0
20110124:0310,0.0,0.0,-3.16,2.69,0.0
20110124:0410,0.0,0.0,-2.99,2.69,0.0
20110124:0510,0.0,0.0,-2.98,2.62,0.0
20110124:0610,0.0,0.0,-3.16,2.48,0.0
20110124:0710,0.0,0.0,-3.32,2.62,0.0
20110124:0810,242.67,5.74,-3.28,2.48,0.0
20110124:0910,534.02,14.89,-1.2,2.21,0.0
20110124:1010,748.08,22.45,1.33,2.76,0.0
20110124:1110,871.72,27.79,3.31,2.69,0.0
20110124:1210,937.65,30.28,4.82,2.55,0.0
20110124:1310,917.09,29.57,5.63,2.55,0.0
20110124:1410,806.93,25.75,6.19,2.62,0.0
20110124:1510,616.88,19.35,6.33,2.62,0.0
20110124:1610,373.74,11.01,5.63,1.86,0.0
20110124:1710,0.0,1.33,3.91,2.07,0.0
20110124:1810,0.0,0.0,1.69,2.14,0.0
20110124:1910,0.0,0.0,-0.21,1.93,0.0
20110124:2010,0.0,0.0,-1.7,1.79,0.0
20110124:2110,0.0,0.0,-2.28,1.59,0.0
20110124:2210,0.0,0.0,-2.86,1.59,0.0
20110124:2310,0.0,0.0,-3.34,1.72,0.0
20110125:0010,0.0,0.0,-3.65,1.72,0.0
20110125:0110,0.0,0.0,-3.71,1.66,0.0
20110125:0210,0.0,0.0,-3.71,1.59,0.0
20110125:0310,0.0,0.0,-3.69,1.52,0.0
20110125:0410,0.0,0.0,-3.74,1.45,0.0
20110125:0510,0.0,0.0,-4.14,1.59,0.0
20110125:0610,0.0,0.0,-4.54,1.72,0.0
20110125:0710,0.0,0.0,-4.8,1.93,0.0
20110125:0810,248.04,5.88,-4.54,1.79,0.0
20110125:0910,535.7,15.05,-1.22,1.52,0.0
20110125:1010,743.01,22.64,2.04,1.66,0.0
20110125:1110,882.48,28.01,4.23,1.72,0.0
20110125:1210,932.22,30.52,5.67,1.86,0.0
20110125:1310,921.15,29.82,6.3,1.79,0.0
20110125:1410,811.1,26.0,6.74,1.86,0.0
20110125:1510,615.53,19.59,6.82,1.86,0.0
20110125:1610,377.47,11.24,6.21,1.31,0.0
20110125:1710,0.0,1.54,4.88,1.66,0.0
20110125:1810,0.0,0.0,2.29,2.28,0.0
20110125:1910,0.0,0.0,0.05,2.0,0.0
20110125:2010,0.0,0.0,-1.52,2.07,0.0
20110125:2110,0.0,0.0,-2.17,2.07,0.0
20110125:2210,0.0,0.0,-2.37,2.07,0.0
20110125:2310,0.0,0.0,-2.27,1.86,0.0
20110126:0010,0.0,0.0,-2.6,1.79,0.0
20110126:0110,0.0,0.0,-2.92,1.72,0.0
20110126:0210,0.0,0.0,-3.01,1.72,0.0
20110126:0310,0.0,0.0,-3.04,1.66,0.0
20110126:0410,0.0,0.0,-3.12,1.66,0.0
20110126:0510,0.0,0.0,-2.98,1.59,0.0
20110126:0610,0.0,0.0,-3.19,1.59,0.0
20110126:0710,0.0,0.0,-3.31,1.59,0.0
20110126:0810,257.83,6.02,-3.04,1.52,0.0
20110126:0910,543.08,15.22,0.09,1.45,0.0
20110126:1010,745.93,22.83,2.46,2.07,0.0
20110126:1110,357.42,28.23,3.61,2.21,0.0
20110126:1210,350.87,30.77,4.67,2.14,0.0
20110126:1310,908.36,30.07,5.09,1.93,0.0
20110126:1410,815.14,26.25,5.81,2.07,0.0
20110126:1510,624.65,19.83,5.86,1.86,0.0
20110126:1610,382.06,11.47,5.59,1.31,0.0
20110126:1710,0.0,1.76,4.61,1.66,0.0
20110126:1810,0.0,0.0,2.96,2.0,0.0
20110126:1910,0.0,0.0,2.63,1.86,0.0
20110126:2010,0.0,0.0,2.15,1.79,0.0
20110126:2110,0.0,0.0,1.71,1.72,0.0
20110126:2210,0.0,0.0,1.21,1.72,0.0
20110126:2310,0.0,0.0,1.07,1.72,0.0
20110127:0010,0.0,0.0,0.95,1.72,0.0
20110127:0110,0.0,0.0,1.18,1.66,0.0
20110127:0210,0.0,0.0,1.67,1.52,0.0
20110127:0310,0.0,0.0,1.9,1.45,0.0
20110127:0410,0.0,0.0,1.96,1.38,0.0
20110127:0510,0.0,0.0,2.04,1.45,0.0
20110127:0610,0.0,0.0,1.77,1.66,0.0
20110127:0710,0.0,0.0,2.04,1.52,0.0
20110127:0810,10.19,6.17,2.03,1.66,0.0
20110127:0910,103.55,15.39,2.32,1.93,0.0
20110127:1010,154.26,23.04,2.33,2.14,0.0
20110127:1110,89.86,28.46,2.38,2.07,0.0
20110127:1210,163.24,31.02,2.41,1.52,0.0
20110127:1310,379.06,30.33,2.87,1.79,0.0
20110127:1410,123.22,26.51,3.77,1.79,0.0
20110127:1510,184.79,20.07,4.43,1.17,0.0
20110127:1610,305.5,11.7,4.55,1.1,0.0
20110127:1710,0.0,1.97,4.25,1.52,0.0
20110127:1810,0.0,0.0,3.58,1.79,0.0
20110127:1910,0.0,0.0,3.36,1.72,0.0
20110127:2010,0.0,0.0,3.01,1.86,0.0
20110127:2110,0.0,0.0,2.76,1.93,0.0
20110127:2210,0.0,0.0,2.15,2.0,0.0
20110127:2310,0.0,0.0,2.17,2.14,0.0
20110128:0010,0.0,0.0,2.36,2.14,0.0
20110128:0110,0.0,0.0,2.34,2.28,0.0
20110128:0210,0.0,0.0,2.58,2.34,0.0
20110128:0310,0.0,0.0,2.79,2.48,0.0
20110128:0410,0.0,0.0,2.77,2.55,0.0
20110128:0510,0.0,0.0,2.62,2.21,0.0
20110128:0610,0.0,0.0,2.58,1.93,0.0
20110128:0710,0.0,0.0,2.96,1.59,0.0
20110128:0810,25.94,6.32,3.15,1.24,0.0
20110128:0910,20.38,15.57,4.18,1.59,0.0
20110128:1010,645.38,23.24,4.63,2.21,0.0
20110128:1110,153.1,28.7,4.81,2.55,0.0
20110128:1210,277.88,31.28,5.44,2.55,0.0
20110128:1310,609.79,30.6,5.98,2.69,0.0
20110128:1410,251.54,26.77,6.35,2.62,0.0
20110128:1510,541.59,20.32,6.44,2.76,0.0
20110128:1610,130.38,11.93,5.43,2.76,0.0
20110128:1710,0.0,2.19,4.76,2.34,0.0
20110128:1810,0.0,0.0,3.59,1.93,0.0
20110128:1910,0.0,0.0,3.81,2.21,0.0
20110128:2010,0.0,0.0,2.94,2.14,0.0
20110128:2110,0.0,0.0,2.45,1.93,0.0
20110128:2210,0.0,0.0,2.28,1.79,0.0
20110128:2310,0.0,0.0,2.19,1.59,0.0
20110129:0010,0.0,0.0,1.88,1.52,0.0
20110129:0110,0.0,0.0,1.27,1.52,0.0
20110129:0210,0.0,0.0,0.78,1.52,0.0
20110129:0310,0.0,0.0,0.19,1.59,0.0
20110129:0410,0.0,0.0,-0.07,1.38,0.0
20110129:0510,0.0,0.0,0.0,1.17,0.0
20110129:0610,0.0,0.0,0.17,1.24,0.0
20110129:0710,0.0,0.0,-0.06,1.45,0.0
20110129:0810,136.8,6.48,-0.02,1.38,0.0
20110129:0910,183.69,15.75,1.53,1.93,0.0
20110129:1010,321.08,23.46,3.06,2.34,0.0
20110129:1110,907.94,28.94,4.75,2.55,0.0
20110129:1210,716.01,31.54,5.78,2.48,0.0
20110129:1310,796.87,30.87,6.19,2.76,0.0
20110129:1410,679.94,27.03,6.49,3.1,0.0
20110129:1510,558.74,20.57,6.61,3.03,0.0
20110129:1610,235.96,12.16,6.21,2.83,0.0
20110129:1710,6.15,2.41,5.52,2.14,0.0
20110129:1810,0.0,0.0,3.97,1.93,0.0
20110129:1910,0.0,0.0,3.34,1.86,0.0
20110129:2010,0.0,0.0,2.48,1.86,0.0
20110129:2110,0.0,0.0,1.38,1.72,0.0
20110129:2210,0.0,0.0,0.39,1.52,0.0
20110129:2310,0.0,0.0,0.29,1.17,0.0
20110130:0010,0.0,0.0,0.91,0.83,0.0
20110130:0110,0.0,0.0,0.37,0.69,0.0
20110130:0210,0.0,0.0,-0.17,0.76,0.0
20110130:0310,0.0,0.0,-0.4,0.48,0.0
20110130:0410,0.0,0.0,-0.44,0.34,0.0
20110130:0510,0.0,0.0,-0.27,0.34,0.0
20110130:0610,0.0,0.0,-0.57,0.55,0.0
20110130:0710,0.0,0.0,-2.31,1.03,0.0
20110130:0810,80.52,6.64,-1.74,0.9,0.0
20110130:0910,151.69,15.94,0.6,0.55,0.0
20110130:1010,235.63,23.67,2.93,0.83,0.0
20110130:1110,88.01,29.18,3.97,0.76,0.0
20110130:1210,251.71,31.81,5.09,0.41,0.0
20110130:1310,584.87,31.15,5.86,0.48,0.0
20110130:1410,134.33,27.3,6.23,0.97,0.0
20110130:1510,131.72,20.83,6.72,1.17,0.0
20110130:1610,94.9,12.4,6.46,0.9,0.0
20110130:1710,23.0,2.63,5.59,1.03,0.0
20110130:1810,0.0,0.0,4.78,1.31,0.0
20110130:1910,0.0,0.0,3.58,0.9,0.0
20110130:2010,0.0,0.0,2.61,1.1,0.0
20110130:2110,0.0,0.0,2.09,1.17,0.0
20110130:2210,0.0,0.0,1.14,1.38,0.0
20110130:2310,0.0,0.0,-0.07,1.59,0.0
20110131:0010,0.0,0.0,-1.47,1.72,0.0
20110131:0110,0.0,0.0,-2.41,1.66,0.0
20110131:0210,0.0,0.0,-2.99,1.59,0.0
20110131:0310,0.0,0.0,-3.01,1.45,0.0
20110131:0410,0.0,0.0,-3.32,1.45,0.0
20110131:0510,0.0,0.0,-3.55,1.38,0.0
20110131:0610,0.0,0.0,-3.78,1.38,0.0
20110131:0710,0.0,0.0,-3.36,1.1,0.0
20110131:0810,295.04,6.82,-3.34,1.1,0.0
20110131:0910,576.07,16.14,-0.44,0.83,0.0
20110131:1010,752.1,23.9,2.28,0.83,0.0
20110131:1110,927.1,29.44,4.21,1.45,0.0
20110131:1210,988.04,32.08,5.54,2.62,0.0
20110131:1310,628.09,31.43,6.3,2.62,0.0
20110131:1410,514.89,27.58,6.82,2.48,0.0
20110131:1510,409.86,21.08,6.9,2.55,0.0
20110131:1610,251.13,12.64,6.77,2.55,0.0
20110131:1710,16.63,2.86,5.91,2.0,0.0
20110131:1810,0.0,0.0,4.39,2.07,0.0
20110131:1910,0.0,0.0,3.25,2.0,0.0
20110131:2010,0.0,0.0,2.3,2.21,0.0
20110131:2110,0.0,0.0,1.0,2.28,0.0
20110131:2210,0.0,0.0,0.03,2.28,0.0
20110131:2310,0.0,0.0,-0.8,2.21,0.0
20110201:0010,0.0,0.0,-1.82,2.14,0.0
20110201:0110,0.0,0.0,-2.38,2.0,0.0
20110201:0210,0.0,0.0,-2.8,1.86,0.0
20110201:0310,0.0,0.0,-2.99,1.79,0.0
20110201:0410,0.0,0.0,-3.01,1.66,0.0
20110201:0510,0.0,0.0,-3.05,1.66,0.0
20110201:0610,0.0,0.0,-3.12,1.59,0.0
20110201:0710,0.0,0.0,-3.05,1.72,0.0
20110201:0810,239.26,6.99,-2.79,1.59,0.0
20110201:0910,533.37,16.34,0.59,1.31,0.0
20110201:1010,768.93,24.13,3.38,2.41,0.0
20110201:1110,927.85,29.69,4.72,2.69,0.0
20110201:1210,996.28,32.36,6.06,2.55,0.0
20110201:1310,963.73,31.71,7.15,2.41,0.0
20110201:1410,852.27,27.85,7.96,2.41,0.0
20110201:1510,652.99,21.34,8.42,2.48,0.0
20110201:1610,395.47,12.88,8.34,2.55,0.0
20110201:1710,80.22,3.08,7.21,1.86,0.0
20110201:1810,0.0,0.0,5.11,2.07,0.0
20110201:1910,0.0,0.0,3.44,2.34,0.0
20110201:2010,0.0,0.0,1.82,2.34,0.0
20110201:2110,0.0,0.0,0.39,2.14,0.0
20110201:2210,0.0,0.0,0.13,1.72,0.0
20110201:2310,0.0,0.0,1.05,1.31,0.0
20110202:0010,0.0,0.0,1.67,1.17,0.0
20110202:0110,0.0,0.0,1.19,1.24,0.0
20110202:0210,0.0,0.0,0.24,1.38,0.0
20110202:0310,0.0,0.0,-0.51,1.52,0.0
20110202:0410,0.0,0.0,-1.63,1.79,0.0
20110202:0510,0.0,0.0,-1.96,1.86,0.0
20110202:0610,0.0,0.0,-1.55,1.72,0.0
20110202:0710,0.0,0.0,-2.17,2.0,0.0
20110202:0810,230.76,7.17,-1.42,1.72,0.0
20110202:0910,531.55,16.55,1.62,1.1,0.0
20110202:1010,759.28,24.36,4.77,1.45,0.0
20110202:1110,924.13,29.96,6.43,1.79,0.0
20110202:1210,984.97,32.64,8.09,1.93,0.0
20110202:1310,966.97,32.0,9.34,2.21,0.0
20110202:1410,855.69,28.13,10.49,2.55,0.0
20110202:1510,656.66,21.61,10.97,2.76,0.0
20110202:1610,395.05,13.13,10.72,2.55,0.0
20110202:1710,91.68,3.31,9.14,2.28,0.0
20110202:1810,0.0,0.0,6.8,2.48,0.0
20110202:1910,0.0,0.0,5.78,2.69,0.0
20110202:2010,0.0,0.0,4.45,2.55,0.0
20110202:2110,0.0,0.0,2.99,2.14,0.0
20110202:2210,0.0,0.0,1.53,1.86,0.0
20110202:2310,0.0,0.0,1.56,1.45,0.0
20110203:0010,0.0,0.0,1.71,1.24,0.0
20110203:0110,0.0,0.0,0.78,1.24,0.0
20110203:0210,0.0,0.0,0.31,1.17,0.0
20110203:0310,0.0,0.0,0.15,1.03,0.0
20110203:0410,0.0,0.0,-0.03,1.03,0.0
20110203:0510,0.0,0.0,-0.35,1.03,0.0
20110203:0610,0.0,0.0,-0.64,1.03,0.0
20110203:0710,0.0,0.0,-0.94,1.03,0.0
20110203:0810,236.53,7.36,-0.18,0.69,0.0
20110203:0910,485.63,16.76,0.53,0.41,0.0
20110203:1010,816.52,24.6,4.13,0.34,0.0
20110203:1110,904.71,30.23,6.56,0.34,0.0
20110203:1210,966.19,32.93,8.38,0.48,0.0
20110203:1310,941.08,32.29,10.22,0.83,0.0
20110203:1410,846.13,28.42,11.54,1.03,0.0
20110203:1510,654.85,21.87,12.25,1.24,0.0
20110203:1610,400.25,13.37,12.33,1.31,0.0
20110203:1710,63.97,3.53,11.25,1.38,0.0
20110203:1810,0.0,0.0,8.24,1.86,0.0
20110203:1910,0.0,0.0,5.53,2.21,0.0
20110203:2010,0.0,0.0,3.71,2.14,0.0
20110203:2110,0.0,0.0,2.54,1.93,0.0
20110203:2210,0.0,0.0,1.85,1.66,0.0
20110203:2310,0.0,0.0,1.23,1.52,0.0
20110204:0010,0.0,0.0,0.33,1.52,0.0
20110204:0110,0.0,0.0,-0.54,1.52,0.0
20110204:0210,0.0,0.0,-0.91,1.45,0.0
20110204:0310,0.0,0.0,-0.95,1.31,0.0
20110204:0410,0.0,0.0,-1.14,1.24,0.0
20110204:0510,0.0,0.0,-1.42,1.24,0.0
20110204:0610,0.0,0.0,-1.92,1.38,0.0
20110204:0710,0.0,0.0,-2.02,1.38,0.0
20110204:0810,254.77,7.55,-1.51,1.17,0.0
20110204:0910,542.76,16.98,1.5,0.76,0.0
20110204:1010,765.37,24.85,5.13,0.69,0.0
20110204:1110,923.44,30.5,7.58,0.48,0.0
20110204:1210,976.93,33.23,9.55,0.34,0.0
20110204:1310,960.47,32.59,11.07,0.34,0.0
20110204:1410,843.71,28.7,12.15,0.48,0.0
20110204:1510,658.85,22.14,12.81,0.62,0.0
20110204:1610,408.43,13.62,12.84,0.83,0.0
20110204:1710,103.84,3.76,11.54,1.72,0.0
20110204:1810,0.0,0.0,9.15,2.0,0.0
20110204:1910,0.0,0.0,7.0,1.72,0.0
20110204:2010,0.0,0.0,6.85,1.24,0.0
20110204:2110,0.0,0.0,7.17,0.83,0.0
20110204:2210,0.0,0.0,5.92,0.9,0.0
20110204:2310,0.0,0.0,4.04,1.1,0.0
20110205:0010,0.0,0.0,1.51,1.38,0.0
20110205:0110,0.0,0.0,0.22,1.45,0.0
20110205:0210,0.0,0.0,-0.5,1.52,0.0
20110205:0310,0.0,0.0,-0.98,1.45,0.0
20110205:0410,0.0,0.0,-1.43,1.52,0.0
20110205:0510,0.0,0.0,-1.78,1.52,0.0
20110205:0610,0.0,0.0,-1.91,1.52,0.0
20110205:0710,0.0,0.0,-1.76,1.31,0.0
20110205:0810,298.93,7.75,-1.24,1.1,0.0
20110205:0910,540.71,17.2,1.99,0.62,0.0
20110205:1010,773.26,25.1,6.03,0.55,0.0
20110205:1110,911.82,30.78,9.0,0.34,0.0
20110205:1210,972.47,33.52,11.32,0.14,0.0
20110205:1310,963.53,32.89,12.89,0.28,0.0
20110205:1410,847.05,28.99,13.87,0.55,0.0
20110205:1510,662.27,22.41,14.32,0.76,0.0
20110205:1610,411.73,13.87,14.11,1.03,0.0
20110205:1710,105.75,3.99,12.64,1.72,0.0
20110205:1810,0.0,0.0,10.23,2.07,0.0
20110205:1910,0.0,0.0,8.05,1.86,0.0
20110205:2010,0.0,0.0,7.97,1.31,0.0
20110205:2110,0.0,0.0,8.5,0.9,0.0
20110205:2210,0.0,0.0,7.24,0.62,0.0
20110205:2310,0.0,0.0,5.77,0.55,0.0
20110206:0010,0.0,0.0,4.69,0.83,0.0
20110206:0110,0.0,0.0,3.04,1.03,0.0
20110206:0210,0.0,0.0,1.57,1.31,0.0
20110206:0310,0.0,0.0,0.88,1.38,0.0
20110206:0410,0.0,0.0,0.38,1.45,0.0
20110206:0510,0.0,0.0,-0.02,1.45,0.0
20110206:0610,0.0,0.0,-0.42,1.52,0.0
20110206:0710,0.0,0.0,-0.99,1.38,0.0
20110206:0810,254.54,7.95,-0.52,1.24,0.0
20110206:0910,537.84,17.43,3.07,0.76,0.0
20110206:1010,743.2,25.36,7.41,0.69,0.0
20110206:1110,899.98,31.07,10.28,0.48,0.0
20110206:1210,977.08,33.83,12.51,0.28,0.0
20110206:1310,952.2,33.2,14.0,0.21,0.0
20110206:1410,837.62,29.29,14.85,0.48,0.0
20110206:1510,655.11,22.68,15.15,0.62,0.0
20110206:1610,420.14,14.11,14.87,0.69,0.0
20110206:1710,114.39,4.22,13.71,0.97,0.0
20110206:1810,0.0,0.0,11.79,1.1,0.0
20110206:1910,0.0,0.0,10.74,1.17,0.0
20110206:2010,0.0,0.0,10.41,0.76,0.0
20110206:2110,0.0,0.0,9.51,0.55,0.0
20110206:2210,0.0,0.0,8.52,0.83,0.0
20110206:2310,0.0,0.0,6.6,1.31,0.0
20110207:0010,0.0,0.0,3.74,1.59,0.0
20110207:0110,0.0,0.0,2.21,1.66,0.0
20110207:0210,0.0,0.0,1.11,1.66,0.0
20110207:0310,0.0,0.0,0.44,1.66,0.0
20110207:0410,0.0,0.0,0.05,1.59,0.0
20110207:0510,0.0,0.0,-0.17,1.52,0.0
20110207:0610,0.0,0.0,-0.38,1.45,0.0
20110207:0710,0.0,0.0,-1.1,1.38,0.0
20110207:0810,272.2,8.16,-0.66,1.24,0.0
20110207:0910,552.26,17.66,2.91,0.76,0.0
20110207:1010,767.05,25.62,7.23,0.76,0.0
20110207:1110,925.3,31.36,10.19,0.69,0.0
20110207:1210,972.84,34.14,12.3,0.62,0.0
20110207:1310,925.64,33.51,13.65,0.48,0.0
20110207:1410,826.23,29.58,14.41,0.41,0.0
20110207:1510,652.74,22.96,14.67,0.41,0.0
20110207:1610,402.94,14.37,14.4,0.62,0.0
20110207:1710,95.62,4.45,13.34,1.03,0.0
20110207:1810,0.0,0.0,10.83,1.24,0.0
20110207:1910,0.0,0.0,10.31,1.24,0.0
20110207:2010,0.0,0.0,10.2,1.1,0.0
20110207:2110,0.0,0.0,6.81,1.52,0.0
20110207:2210,0.0,0.0,4.67,1.66,0.0
20110207:2310,0.0,0.0,3.64,1.45,0.0
20110208:0010,0.0,0.0,2.83,1.31,0.0
20110208:0110,0.0,0.0,1.73,1.31,0.0
20110208:0210,0.0,0.0,0.98,1.31,0.0
20110208:0310,0.0,0.0,0.28,1.31,0.0
20110208:0410,0.0,0.0,-0.32,1.38,0.0
20110208:0510,0.0,0.0,-0.78,1.38,0.0
20110208:0610,0.0,0.0,-1.1,1.45,0.0
20110208:0710,0.0,0.0,-1.27,1.31,0.0
20110208:0810,272.34,8.38,-0.63,1.17,0.0
20110208:0910,555.08,17.9,2.6,0.69,0.0
20110208:1010,776.47,25.89,6.37,0.48,0.0
20110208:1110,935.72,31.65,9.02,0.28,0.0
20110208:1210,990.44,34.45,10.89,0.28,0.0
20110208:1310,980.71,33.82,12.19,0.76,0.0
20110208:1410,843.75,29.88,12.94,1.1,0.0
20110208:1510,667.35,23.23,13.17,1.24,0.0
20110208:1610,420.2,14.62,12.9,1.31,0.0
20110208:1710,126.09,4.68,11.92,1.38,0.0
20110208:1810,0.0,0.0,9.76,1.66,0.0
20110208:1910,0.0,0.0,8.45,1.38,0.0
20110208:2010,0.0,0.0,9.41,0.9,0.0
20110208:2110,0.0,0.0,8.74,0.48,0.0
20110208:2210,0.0,0.0,8.01,0.34,0.0
20110208:2310,0.0,0.0,7.22,0.28,0.0
20110209:0010,0.0,0.0,6.48,0.28,0.0
20110209:0110,0.0,0.0,5.87,0.41,0.0
20110209:0210,0.0,0.0,5.23,0.83,0.0
20110209:0310,0.0,0.0,2.8,1.31,0.0
20110209:0410,0.0,0.0,2.83,1.1,0.0
20110209:0510,0.0,0.0,2.44,1.1,0.0
20110209:0610,0.0,0.0,0.74,1.38,0.0
20110209:0710,0.0,0.0,0.75,1.17,0.0
20110209:0810,272.42,8.59,0.21,1.17,0.0
20110209:0910,553.49,18.14,3.11,0.55,0.0
20110209:1010,779.59,26.16,6.38,0.55,0.0
20110209:1110,945.76,31.95,8.89,0.48,0.0
20110209:1210,1001.85,34.77,10.61,0.9,0.0
20110209:1310,984.78,34.14,11.7,1.31,0.0
20110209:1410,867.72,30.18,12.26,1.45,0.0
20110209:1510,676.32,23.51,12.45,1.31,0.0
20110209:1610,406.41,14.87,12.24,1.1,0.0
20110209:1710,121.69,4.92,11.55,0.83,0.0
20110209:1810,0.0,0.0,10.5,0.62,0.0
20110209:1910,0.0,0.0,9.87,0.41,0.0
20110209:2010,0.0,0.0,9.0,0.69,0.0
20110209:2110,0.0,0.0,6.39,1.38,0.0
20110209:2210,0.0,0.0,3.54,1.79,0.0
20110209:2310,0.0,0.0,2.27,1.72,0.0
20110210:0010,0.0,0.0,1.33,1.66,0.0
20110210:0110,0.0,0.0,0.69,1.52,0.0
20110210:0210,0.0,0.0,0.23,1.45,0.0
20110210:0310,0.0,0.0,-0.21,1.45,0.0
20110210:0410,0.0,0.0,-0.65,1.45,0.0
20110210:0510,0.0,0.0,-0.92,1.45,0.0
20110210:0610,0.0,0.0,-1.12,1.45,0.0
20110210:0710,0.0,0.0,-1.15,1.38,0.0
20110210:0810,274.0,8.82,-0.63,1.24,0.0
20110210:0910,556.11,18.39,3.1,0.9,0.0
20110210:1010,777.07,26.44,6.73,0.69,0.0
20110210:1110,935.66,32.25,9.4,0.48,0.0
20110210:1210,1005.9,35.09,11.17,0.62,0.0
20110210:1310,943.51,34.46,12.38,1.03,0.0
20110210:1410,815.55,30.49,13.11,1.38,0.0
20110210:1510,615.89,23.79,13.33,1.38,0.0
20110210:1610,310.95,15.12,13.07,1.24,0.0
20110210:1710,116.61,5.15,12.29,0.9,0.0
20110210:1810,0.0,0.0,10.27,1.03,0.0
20110210:1910,0.0,0.0,9.75,1.03,0.0
20110210:2010,0.0,0.0,8.91,1.17,0.0
20110210:2110,0.0,0.0,8.19,1.17,0.0
20110210:2210,0.0,0.0,7.39,1.17,0.0
20110210:2310,0.0,0.0,6.95,0.97,0.0
20110211:0010,0.0,0.0,6.04,0.83,0.0
20110211:0110,0.0,0.0,5.21,0.97,0.0
20110211:0210,0.0,0.0,3.74,1.17,0.0
20110211:0310,0.0,0.0,2.38,1.31,0.0
20110211:0410,0.0,0.0,1.57,1.31,0.0
20110211:0510,0.0,0.0,1.04,1.31,0.0
20110211:0610,0.0,0.0,1.09,1.17,0.0
20110211:0710,0.0,0.0,0.73,1.1,0.0
20110211:0810,322.73,9.05,0.86,1.03,0.0
20110211:0910,591.05,18.64,3.4,0.41,0.0
20110211:1010,793.18,26.72,6.98,0.41,0.0
20110211:1110,945.54,32.56,9.34,0.83,0.0
20110211:1210,1030.48,35.41,10.89,1.59,0.0
20110211:1310,946.42,34.79,11.98,2.62,0.0
20110211:1410,825.84,30.8,12.3,2.62,0.0
20110211:1510,649.0,24.07,12.23,2.41,0.0
20110211:1610,413.31,15.38,11.89,2.07,0.0
20110211:1710,154.53,5.38,10.92,1.38,0.0
20110211:1810,0.0,0.0,9.39,1.52,0.0
20110211:1910,0.0,0.0,7.31,1.52,0.0
20110211:2010,0.0,0.0,6.56,1.45,0.0
20110211:2110,0.0,0.0,7.98,1.03,0.0
20110211:2210,0.0,0.0,7.46,0.55,0.0
20110211:2310,0.0,0.0,6.74,0.07,0.0
20110212:0010,0.0,0.0,5.83,0.07,0.0
20110212:0110,0.0,0.0,4.9,0.34,0.0
20110212:0210,0.0,0.0,4.04,0.76,0.0
20110212:0310,0.0,0.0,3.01,0.9,0.0
20110212:0410,0.0,0.0,1.63,0.97,0.0
20110212:0510,0.0,0.0,0.65,1.03,0.0
20110212:0610,0.0,0.0,0.0,1.03,0.0
20110212:0710,0.0,0.0,-0.27,0.97,0.0
20110212:0810,291.48,9.28,0.25,0.83,0.0
20110212:0910,562.42,18.9,3.21,0.41,0.0
20110212:1010,783.33,27.01,6.79,0.28,0.0
