time,G(i),H_sun,T2m,WS10m,Int
20150528:1010,905.83,57.97,23.87,1.31,0.0
20150528:1110,1010.56,66.95,26.06,1.03,0.0
20150528:1210,1048.34,71.08,27.88,1.52,0.0
20150528:1310,1004.63,67.44,28.93,1.86,0.0
20150528:1410,884.71,58.68,29.74,1.86,0.0
20150528:1510,709.27,47.98,30.1,1.79,0.0
20150528:1610,490.44,36.66,30.13,1.72,0.0
20150528:1710,260.34,25.26,29.91,1.72,0.0
20150528:1810,45.21,14.09,28.59,1.79,0.0
20150528:1910,14.85,3.42,28.03,1.86,0.0
20150528:2010,0.0,0.0,26.3,2.07,0.0
20150528:2110,0.0,0.0,24.77,2.0,0.0
20150528:2210,0.0,0.0,23.29,2.07,0.0
20150528:2310,0.0,0.0,21.52,1.31,0.0
20150529:0010,0.0,0.0,21.78,0.14,0.0
20150529:0110,0.0,0.0,19.2,1.03,0.0
20150529:0210,0.0,0.0,17.12,1.86,0.0
20150529:0310,0.0,0.0,16.04,1.79,0.0
20150529:0410,0.0,0.0,15.35,2.07,0.0
20150529:0510,1.75,2.79,14.9,2.21,0.0
20150529:0610,85.67,13.4,15.79,2.0,0.0
20150529:0710,273.39,24.54,18.44,1.93,0.0
20150529:0810,439.91,35.93,20.55,1.52,0.0
20150529:0910,598.38,47.27,22.7,1.17,0.0
20150529:1010,589.0,58.06,24.68,0.9,0.0
20150529:1110,754.03,67.07,26.65,1.38,0.0
20150529:1210,853.68,71.24,28.28,2.14,0.0
20150529:1310,974.37,67.6,29.36,2.48,0.0
20150529:1410,682.18,58.81,30.03,2.83,0.0
20150529:1510,63.0,48.1,30.23,4.14,0.0
20150529:1610,56.51,36.78,27.7,5.24,0.0
20150529:1710,92.64,25.38,24.05,3.59,0.0
20150529:1810,19.46,14.21,23.84,0.48,0.0
20150529:1910,11.35,3.55,24.26,1.38,0.0
20150529:2010,0.0,0.0,20.95,1.79,0.0
20150529:2110,0.0,0.0,19.73,1.59,0.0
20150529:2210,0.0,0.0,18.83,1.93,0.0
20150529:2310,0.0,0.0,18.19,1.45,0.0
20150530:0010,0.0,0.0,17.88,0.69,0.0
20150530:0110,0.0,0.0,17.77,0.76,0.0
20150530:0210,0.0,0.0,15.52,1.52,0.0
20150530:0310,0.0,0.0,14.83,1.86,0.0
20150530:0410,0.0,0.0,14.34,1.79,0.0
20150530:0510,1.75,2.87,13.81,1.66,0.0
20150530:0610,79.49,13.47,14.87,1.24,0.0
20150530:0710,289.23,24.6,17.27,0.9,0.0
20150530:0810,519.87,35.99,19.57,0.69,0.0
20150530:0910,729.21,47.34,21.46,0.14,0.0
20150530:1010,903.58,58.14,23.32,0.97,0.0
20150530:1110,1008.25,67.18,25.03,1.93,0.0
20150530:1210,1041.05,71.39,26.39,2.62,0.0
20150530:1310,983.88,67.74,27.39,3.1,0.0
20150530:1410,891.93,58.93,28.17,3.17,0.0
20150530:1510,716.02,48.21,28.32,3.17,0.0
20150530:1610,75.97,36.89,28.23,2.97,0.0
20150530:1710,243.95,25.49,26.02,3.66,0.0
20150530:1810,76.36,14.33,23.95,3.45,0.0
20150530:1910,2.62,3.68,24.22,1.52,0.0
20150530:2010,0.0,0.0,22.82,1.72,0.0
20150530:2110,0.0,0.0,21.38,1.93,0.0
20150530:2210,0.0,0.0,19.95,2.14,0.0
20150530:2310,0.0,0.0,18.62,1.93,0.0
20150531:0010,0.0,0.0,17.34,1.45,0.0
20150531:0110,0.0,0.0,16.12,1.31,0.0
20150531:0210,0.0,0.0,15.11,1.45,0.0
20150531:0310,0.0,0.0,14.27,1.59,0.0
20150531:0410,0.0,0.0,13.48,1.66,0.0
20150531:0510,2.62,2.95,12.94,1.66,0.0
20150531:0610,79.3,13.54,14.0,1.24,0.0
20150531:0710,289.8,24.66,17.59,1.38,0.0
20150531:0810,519.49,36.05,20.15,1.31,0.0
20150531:0910,728.79,47.4,22.36,0.69,0.0
20150531:1010,898.13,58.21,24.36,0.28,0.0
20150531:1110,1007.73,67.29,25.98,1.45,0.0
20150531:1210,1019.3,71.54,27.23,2.14,0.0
20150531:1310,898.89,67.88,28.02,2.48,0.0
20150531:1410,836.65,59.06,28.43,2.55,0.0
20150531:1510,694.06,48.33,28.52,2.62,0.0
20150531:1610,479.25,37.0,28.54,2.69,0.0
20150531:1710,224.66,25.6,28.22,2.41,0.0
20150531:1810,92.26,14.44,27.42,2.14,0.0
20150531:1910,5.24,3.8,26.31,1.38,0.0
20150531:2010,0.0,0.0,24.58,1.45,0.0
20150531:2110,0.0,0.0,22.57,1.86,0.0
20150531:2210,0.0,0.0,20.97,2.21,0.0
20150531:2310,0.0,0.0,19.39,1.93,0.0
20150601:0010,0.0,0.0,18.0,1.86,0.0
20150601:0110,0.0,0.0,16.9,1.66,0.0
20150601:0210,0.0,0.0,18.24,0.97,0.0
20150601:0310,0.0,0.0,17.66,0.14,0.0
20150601:0410,0.0,0.0,15.89,0.76,0.0
20150601:0510,13.97,3.02,14.34,1.24,0.0
20150601:0610,79.72,13.6,14.6,1.1,0.0
20150601:0710,287.53,24.72,18.36,1.31,0.0
20150601:0810,515.88,36.1,20.54,1.03,0.0
20150601:0910,722.37,47.46,22.46,0.34,0.0
20150601:1010,891.49,58.28,24.4,0.48,0.0
20150601:1110,980.78,67.39,26.35,1.66,0.0
20150601:1210,959.26,71.67,27.94,2.55,0.0
20150601:1310,925.4,68.02,28.86,2.97,0.0
20150601:1410,839.01,59.17,29.39,3.24,0.0
20150601:1510,701.11,48.43,29.61,3.38,0.0
20150601:1610,484.86,37.1,29.49,3.38,0.0
20150601:1710,258.81,25.71,29.09,3.17,0.0
20150601:1810,59.73,14.55,28.51,2.62,0.0
20150601:1910,16.59,3.92,27.23,2.28,0.0
20150601:2010,0.0,0.0,25.55,2.21,0.0
20150601:2110,0.0,0.0,24.13,2.14,0.0
20150601:2210,0.0,0.0,22.74,1.86,0.0
20150601:2310,0.0,0.0,21.48,1.03,0.0
20150602:0010,0.0,0.0,21.47,0.28,0.0
20150602:0110,0.0,0.0,20.38,0.34,0.0
20150602:0210,0.0,0.0,19.54,0.28,0.0
20150602:0310,0.0,0.0,18.81,0.55,0.0
20150602:0410,0.0,0.0,16.7,1.03,0.0
20150602:0510,13.97,3.08,15.39,1.24,0.0
20150602:0610,81.05,13.65,15.97,1.1,0.0
20150602:0710,286.54,24.76,19.67,1.52,0.0
20150602:0810,515.67,36.15,21.88,1.52,0.0
20150602:0910,724.69,47.51,23.93,1.1,0.0
20150602:1010,886.21,58.34,25.92,0.76,0.0
20150602:1110,984.49,67.48,27.81,1.66,0.0
20150602:1210,866.7,71.8,29.08,2.34,0.0
20150602:1310,855.8,68.15,29.98,2.83,0.0
20150602:1410,856.73,59.29,30.43,2.97,0.0
20150602:1510,685.8,48.54,30.73,2.97,0.0
20150602:1610,475.1,37.21,30.49,2.97,0.0
20150602:1710,255.94,25.81,29.95,3.1,0.0
20150602:1810,63.47,14.66,29.02,3.1,0.0
20150602:1910,19.21,4.03,27.85,2.0,0.0
20150602:2010,0.0,0.0,26.2,2.0,0.0
20150602:2110,0.0,0.0,24.78,2.07,0.0
20150602:2210,0.0,0.0,23.58,1.93,0.0
20150602:2310,0.0,0.0,22.34,1.17,0.0
20150603:0010,0.0,0.0,21.48,0.97,0.0
20150603:0110,0.0,0.0,19.37,2.14,0.0
20150603:0210,0.0,0.0,18.52,2.0,0.0
20150603:0310,0.0,0.0,17.71,1.86,0.0
20150603:0410,0.0,0.0,16.66,1.86,0.0
20150603:0510,14.85,3.14,16.18,2.07,0.0
20150603:0610,84.69,13.7,17.5,1.93,0.0
20150603:0710,284.86,24.81,20.82,2.14,0.0
20150603:0810,510.88,36.19,22.96,2.21,0.0
20150603:0910,717.17,47.55,25.08,1.86,0.0
20150603:1010,884.9,58.4,26.96,1.66,0.0
20150603:1110,989.23,67.57,28.83,1.38,0.0
20150603:1210,818.36,71.93,30.05,0.97,0.0
20150603:1310,975.43,68.28,30.61,0.83,0.0
20150603:1410,881.14,59.4,31.16,0.97,0.0
20150603:1510,692.28,48.65,31.23,0.97,0.0
20150603:1610,437.97,37.31,31.3,1.03,0.0
20150603:1710,224.8,25.91,31.13,1.1,0.0
20150603:1810,75.79,14.77,30.77,1.31,0.0
20150603:1910,18.34,4.14,29.56,1.1,0.0
20150603:2010,0.0,0.0,28.31,1.79,0.0
20150603:2110,0.0,0.0,26.71,2.83,0.0
20150603:2210,0.0,0.0,25.6,3.17,0.0
20150603:2310,0.0,0.0,24.79,3.45,0.0
20150604:0010,0.0,0.0,23.47,3.17,0.0
20150604:0110,0.0,0.0,22.27,2.55,0.0
20150604:0210,0.0,0.0,21.19,2.14,0.0
20150604:0310,0.0,0.0,20.09,1.86,0.0
20150604:0410,0.0,0.0,19.13,1.86,0.0
20150604:0510,13.97,3.19,18.35,2.07,0.0
20150604:0610,84.58,13.75,18.82,1.86,0.0
20150604:0710,285.47,24.85,20.46,2.21,0.0
20150604:0810,509.83,36.23,22.06,2.28,0.0
20150604:0910,716.96,47.59,24.07,2.14,0.0
20150604:1010,875.89,58.45,26.01,1.93,0.0
20150604:1110,977.92,67.65,27.62,1.72,0.0
20150604:1210,1020.93,72.05,28.99,1.66,0.0
20150604:1310,983.96,68.4,29.96,1.59,0.0
20150604:1410,876.53,59.51,30.63,1.59,0.0
20150604:1510,708.3,48.75,31.0,1.72,0.0
20150604:1610,492.06,37.41,31.2,2.0,0.0
20150604:1710,262.74,26.01,30.82,2.07,0.0
20150604:1810,69.5,14.87,30.22,1.93,0.0
20150604:1910,20.09,4.25,29.08,1.52,0.0
20150604:2010,0.0,0.0,27.54,1.24,0.0
20150604:2110,0.0,0.0,24.97,1.59,0.0
20150604:2210,0.0,0.0,23.5,2.69,0.0
20150604:2310,0.0,0.0,22.5,3.38,0.0
20150605:0010,0.0,0.0,21.58,3.31,0.0
20150605:0110,0.0,0.0,20.67,2.76,0.0
20150605:0210,0.0,0.0,19.46,2.07,0.0
20150605:0310,0.0,0.0,18.0,2.0,0.0
20150605:0410,0.0,0.0,17.08,2.21,0.0
20150605:0510,4.37,3.24,16.52,2.21,0.0
20150605:0610,82.14,13.79,17.15,1.93,0.0
20150605:0710,209.29,24.88,19.81,2.07,0.0
20150605:0810,500.67,36.26,21.61,2.07,0.0
20150605:0910,732.73,47.62,23.59,1.86,0.0
20150605:1010,851.88,58.5,25.51,1.79,0.0
20150605:1110,991.74,67.72,27.25,1.72,0.0
20150605:1210,1014.77,72.16,28.78,1.79,0.0
20150605:1310,979.04,68.52,29.82,1.66,0.0
20150605:1410,876.51,59.62,30.48,1.31,0.0
20150605:1510,705.15,48.85,30.74,0.97,0.0
20150605:1610,447.72,37.5,30.71,0.69,0.0
20150605:1710,245.16,26.11,30.56,0.9,0.0
20150605:1810,54.41,14.97,30.16,0.69,0.0
20150605:1910,16.59,4.35,29.39,0.69,0.0
20150605:2010,0.0,0.0,27.42,1.17,0.0
20150605:2110,0.0,0.0,25.1,1.52,0.0
20150605:2210,0.0,0.0,23.54,1.38,0.0
20150605:2310,0.0,0.0,22.54,1.1,0.0
20150606:0010,0.0,0.0,20.71,1.24,0.0
20150606:0110,0.0,0.0,18.43,1.79,0.0
20150606:0210,0.0,0.0,17.53,1.86,0.0
20150606:0310,0.0,0.0,17.03,2.07,0.0
20150606:0410,0.0,0.0,16.74,2.28,0.0
20150606:0510,15.72,3.28,16.36,2.34,0.0
20150606:0610,78.01,13.82,17.6,2.28,0.0
20150606:0710,279.92,24.91,20.13,2.48,0.0
20150606:0810,513.18,36.29,22.55,2.41,0.0
20150606:0910,721.94,47.65,24.94,2.21,0.0
20150606:1010,882.35,58.54,27.13,1.93,0.0
20150606:1110,986.69,67.79,29.02,1.72,0.0
20150606:1210,1024.64,72.26,30.34,1.45,0.0
20150606:1310,964.46,68.63,31.06,1.1,0.0
20150606:1410,847.46,59.72,31.65,1.17,0.0
20150606:1510,637.97,48.94,31.94,1.38,0.0
20150606:1610,446.16,37.6,31.88,1.38,0.0
20150606:1710,264.13,26.21,31.56,1.31,0.0
20150606:1810,85.59,15.07,31.05,1.24,0.0
20150606:1910,22.71,4.46,29.92,1.52,0.0
20150606:2010,0.0,0.0,28.05,2.83,0.0
20150606:2110,0.0,0.0,26.24,3.52,0.0
20150606:2210,0.0,0.0,25.11,3.38,0.0
20150606:2310,0.0,0.0,24.3,2.9,0.0
20150607:0010,0.0,0.0,23.38,2.76,0.0
20150607:0110,0.0,0.0,22.37,2.9,0.0
20150607:0210,0.0,0.0,21.52,2.97,0.0
20150607:0310,0.0,0.0,20.89,2.97,0.0
20150607:0410,0.0,0.0,20.05,2.9,0.0
20150607:0510,14.85,3.32,19.33,2.76,0.0
20150607:0610,92.83,13.85,19.73,2.34,0.0
20150607:0710,227.89,24.94,21.06,2.41,0.0
20150607:0810,447.44,36.31,23.15,2.28,0.0
20150607:0910,693.88,47.68,25.45,2.07,0.0
20150607:1010,873.6,58.58,27.48,2.07,0.0
20150607:1110,965.57,67.85,29.21,2.14,0.0
20150607:1210,1018.67,72.36,30.44,1.86,0.0
20150607:1310,982.88,68.74,31.21,1.52,0.0
20150607:1410,860.48,59.82,31.72,1.38,0.0
20150607:1510,702.36,49.03,32.04,1.31,0.0
20150607:1610,490.37,37.69,32.18,1.31,0.0
20150607:1710,265.17,26.3,31.45,1.17,0.0
20150607:1810,67.91,15.16,30.5,1.24,0.0
20150607:1910,22.71,4.55,29.86,2.28,0.0
20150607:2010,0.0,0.0,28.01,3.03,0.0
20150607:2110,0.0,0.0,26.45,3.17,0.0
20150607:2210,0.0,0.0,25.05,2.76,0.0
20150607:2310,0.0,0.0,23.91,2.34,0.0
20150608:0010,0.0,0.0,22.7,2.34,0.0
20150608:0110,0.0,0.0,21.44,2.28,0.0
20150608:0210,0.0,0.0,20.03,2.14,0.0
20150608:0310,0.0,0.0,18.67,2.0,0.0
20150608:0410,0.0,0.0,17.98,2.14,0.0
20150608:0510,15.72,3.35,17.3,2.21,0.0
20150608:0610,82.38,13.88,17.91,1.86,0.0
20150608:0710,283.12,24.95,20.61,1.79,0.0
20150608:0810,511.25,36.33,22.67,1.66,0.0
20150608:0910,713.77,47.7,24.75,1.24,0.0
20150608:1010,881.33,58.61,26.68,0.97,0.0
20150608:1110,979.68,67.9,28.35,0.83,0.0
20150608:1210,1018.76,72.45,29.68,0.83,0.0
20150608:1310,978.2,68.84,30.64,0.69,0.0
20150608:1410,872.31,59.91,31.27,0.62,0.0
20150608:1510,694.13,49.12,31.65,0.55,0.0
20150608:1610,492.33,37.77,31.62,0.69,0.0
20150608:1710,265.66,26.39,31.37,0.97,0.0
20150608:1810,67.39,15.25,31.01,1.24,0.0
20150608:1910,4.37,4.65,30.21,0.48,0.0
20150608:2010,0.0,0.0,28.69,1.1,0.0
20150608:2110,0.0,0.0,26.52,1.17,0.0
20150608:2210,0.0,0.0,24.78,1.72,0.0
20150608:2310,0.0,0.0,23.65,2.83,0.0
20150609:0010,0.0,0.0,23.37,3.72,0.0
20150609:0110,0.0,0.0,22.9,3.72,0.0
20150609:0210,0.0,0.0,22.26,3.31,0.0
20150609:0310,0.0,0.0,21.37,2.97,0.0
20150609:0410,0.0,0.0,20.54,2.76,0.0
20150609:0510,14.85,3.38,19.79,2.62,0.0
20150609:0610,91.81,13.9,20.15,2.41,0.0
20150609:0710,148.58,24.97,21.78,2.34,0.0
20150609:0810,261.7,36.34,23.53,2.14,0.0
20150609:0910,745.7,47.71,25.33,1.66,0.0
20150609:1010,627.3,58.63,27.2,1.38,0.0
20150609:1110,289.2,67.95,28.87,1.52,0.0
20150609:1210,996.91,72.54,30.01,1.86,0.0
20150609:1310,870.94,68.94,30.97,2.48,0.0
20150609:1410,781.29,60.0,30.94,3.03,0.0
20150609:1510,327.6,49.21,31.21,3.52,0.0
20150609:1610,409.81,37.86,30.87,3.93,0.0
20150609:1710,245.2,26.47,29.49,3.17,0.0
20150609:1810,17.6,15.34,28.66,2.21,0.0
20150609:1910,19.21,4.74,26.61,1.79,0.0
20150609:2010,0.0,0.0,25.43,0.83,0.0
20150609:2110,0.0,0.0,23.17,0.55,0.0
20150609:2210,0.0,0.0,22.69,0.69,0.0
20150609:2310,0.0,0.0,21.49,0.97,0.0
20150610:0010,0.0,0.0,21.55,0.48,0.0
20150610:0110,0.0,0.0,21.02,0.48,0.0
20150610:0210,0.0,0.0,20.46,0.55,0.0
20150610:0310,0.0,0.0,19.82,0.69,0.0
20150610:0410,0.0,0.0,18.86,0.83,0.0
20150610:0510,15.72,3.4,18.7,0.76,0.0
20150610:0610,34.28,13.91,18.28,1.1,0.0
20150610:0710,69.48,24.98,18.52,1.66,0.0
20150610:0810,211.06,36.35,20.27,1.79,0.0
20150610:0910,640.31,47.72,22.19,2.21,0.0
20150610:1010,500.55,58.65,23.88,2.97,0.0
20150610:1110,298.61,67.99,25.4,3.59,0.0
20150610:1210,708.15,72.62,26.79,4.07,0.0
20150610:1310,80.6,69.03,27.29,4.14,0.0
20150610:1410,544.23,60.09,25.75,5.17,0.0
20150610:1510,675.72,49.29,24.67,3.52,0.0
20150610:1610,85.23,37.94,25.59,2.9,0.0
20150610:1710,215.76,26.55,24.2,3.72,0.0
20150610:1810,64.4,15.43,23.19,2.62,0.0
20150610:1910,23.58,4.82,24.9,3.17,0.0
20150610:2010,0.0,0.0,23.78,3.1,0.0
20150610:2110,0.0,0.0,22.62,2.83,0.0
20150610:2210,0.0,0.0,21.61,1.86,0.0
20150610:2310,0.0,0.0,20.64,0.76,0.0
20150611:0010,0.0,0.0,19.94,1.72,0.0
20150611:0110,0.0,0.0,19.3,1.52,0.0
20150611:0210,0.0,0.0,18.83,1.31,0.0
20150611:0310,0.0,0.0,18.03,1.03,0.0
20150611:0410,0.0,0.0,17.64,0.55,0.0
20150611:0510,15.72,3.42,16.27,1.31,0.0
20150611:0610,71.95,13.92,15.52,1.38,0.0
20150611:0710,155.44,24.99,16.24,1.38,0.0
20150611:0810,280.79,36.35,16.99,1.93,0.0
20150611:0910,131.55,47.73,17.59,2.14,0.0
20150611:1010,73.19,58.66,18.44,2.34,0.0
20150611:1110,144.52,68.03,19.83,2.55,0.0
20150611:1210,549.91,72.69,21.21,3.24,0.0
20150611:1310,963.58,69.11,19.61,3.03,0.0
20150611:1410,835.1,60.17,21.24,2.41,0.0
20150611:1510,710.03,49.37,22.09,2.62,0.0
20150611:1610,486.27,38.02,22.28,3.31,0.0
20150611:1710,253.33,26.63,20.76,4.28,0.0
20150611:1810,25.94,15.51,20.24,2.69,0.0
20150611:1910,3.49,4.91,19.96,2.83,0.0
20150611:2010,0.0,0.0,19.15,2.55,0.0
20150611:2110,0.0,0.0,18.21,2.69,0.0
20150611:2210,0.0,0.0,17.19,3.03,0.0
20150611:2310,0.0,0.0,16.23,2.69,0.0
20150612:0010,0.0,0.0,15.55,2.34,0.0
20150612:0110,0.0,0.0,14.92,2.07,0.0
20150612:0210,0.0,0.0,14.55,1.86,0.0
20150612:0310,0.0,0.0,14.08,1.86,0.0
20150612:0410,0.0,0.0,13.77,2.0,0.0
20150612:0510,13.1,3.43,13.26,1.86,0.0
20150612:0610,67.81,13.93,13.8,2.14,0.0
20150612:0710,244.44,24.99,14.71,2.34,0.0
20150612:0810,333.45,36.35,16.35,2.69,0.0
20150612:0910,596.6,47.73,17.78,3.38,0.0
20150612:1010,422.75,58.67,18.78,3.72,0.0
20150612:1110,559.43,68.06,19.6,3.79,0.0
20150612:1210,920.72,72.75,20.67,4.0,0.0
20150612:1310,737.19,69.19,21.57,4.34,0.0
20150612:1410,822.52,60.25,22.36,4.69,0.0
20150612:1510,576.98,49.44,22.4,4.76,0.0
20150612:1610,407.67,38.09,22.07,4.69,0.0
20150612:1710,269.4,26.71,21.41,4.48,0.0
20150612:1810,68.4,15.58,20.61,4.34,0.0
20150612:1910,25.33,4.98,19.31,3.72,0.0
20150612:2010,0.0,0.0,18.13,2.9,0.0
20150612:2110,0.0,0.0,17.21,2.28,0.0
20150612:2210,0.0,0.0,16.37,1.86,0.0
20150612:2310,0.0,0.0,15.47,1.79,0.0
20150613:0010,0.0,0.0,14.55,1.86,0.0
20150613:0110,0.0,0.0,13.8,2.0,0.0
20150613:0210,0.0,0.0,13.46,1.93,0.0
20150613:0310,0.0,0.0,13.19,1.72,0.0
20150613:0410,0.0,0.0,12.57,1.59,0.0
20150613:0510,4.37,3.44,11.88,1.45,0.0
20150613:0610,20.38,13.93,12.4,1.1,0.0
20150613:0710,183.17,24.98,14.94,1.31,0.0
20150613:0810,384.08,36.35,15.99,1.79,0.0
20150613:0910,457.14,47.73,16.68,2.34,0.0
20150613:1010,585.3,58.68,17.39,2.83,0.0
20150613:1110,626.61,68.08,17.94,3.24,0.0
20150613:1210,482.62,72.81,18.3,3.66,0.0
20150613:1310,392.78,69.27,18.92,4.07,0.0
20150613:1410,782.6,60.32,19.59,4.28,0.0
20150613:1510,683.83,49.52,20.19,4.48,0.0
20150613:1610,494.22,38.16,20.42,4.83,0.0
20150613:1710,270.61,26.78,19.93,4.97,0.0
20150613:1810,64.48,15.66,19.1,4.97,0.0
20150613:1910,25.33,5.06,18.36,4.0,0.0
20150613:2010,0.0,0.0,17.03,3.59,0.0
20150613:2110,0.0,0.0,15.77,3.59,0.0
20150613:2210,0.0,0.0,14.73,3.52,0.0
20150613:2310,0.0,0.0,13.86,3.31,0.0
20150614:0010,0.0,0.0,13.17,3.1,0.0
20150614:0110,0.0,0.0,12.66,2.83,0.0
20150614:0210,0.0,0.0,12.12,2.55,0.0
20150614:0310,0.0,0.0,11.67,2.48,0.0
20150614:0410,0.0,0.0,11.17,2.48,0.0
20150614:0510,15.72,3.44,10.92,2.34,0.0
20150614:0610,74.32,13.92,11.4,2.14,0.0
20150614:0710,284.31,24.98,13.07,2.69,0.0
20150614:0810,511.17,36.34,14.58,2.97,0.0
20150614:0910,698.62,47.72,15.78,3.17,0.0
20150614:1010,755.85,58.67,17.29,3.59,0.0
20150614:1110,695.46,68.09,18.12,3.79,0.0
20150614:1210,671.96,72.86,19.12,3.86,0.0
20150614:1310,907.27,69.34,19.57,3.86,0.0
20150614:1410,750.32,60.39,20.23,4.0,0.0
20150614:1510,514.05,49.59,20.52,4.21,0.0
20150614:1610,454.09,38.23,19.35,4.48,0.0
20150614:1710,270.27,26.85,18.59,3.79,0.0
20150614:1810,102.26,15.72,18.53,3.17,0.0
20150614:1910,26.2,5.13,17.74,3.45,0.0
20150614:2010,0.0,0.0,16.57,3.31,0.0
20150614:2110,0.0,0.0,15.34,3.24,0.0
20150614:2210,0.0,0.0,14.11,2.69,0.0
20150614:2310,0.0,0.0,13.42,2.21,0.0
20150615:0010,0.0,0.0,12.8,1.86,0.0
20150615:0110,0.0,0.0,12.4,1.31,0.0
20150615:0210,0.0,0.0,11.97,0.97,0.0
20150615:0310,0.0,0.0,11.46,0.9,0.0
20150615:0410,0.0,0.0,10.73,0.69,0.0
20150615:0510,4.37,3.44,10.78,0.07,0.0
20150615:0610,69.97,13.91,11.28,0.21,0.0
20150615:0710,176.75,24.96,12.27,0.9,0.0
20150615:0810,330.39,36.32,12.82,0.76,0.0
20150615:0910,591.51,47.71,12.86,0.55,0.0
20150615:1010,716.4,58.67,12.96,0.48,0.0
20150615:1110,424.84,68.11,13.42,0.69,0.0
20150615:1210,418.1,72.9,13.54,1.1,0.0
20150615:1310,256.62,69.4,14.19,1.45,0.0
20150615:1410,881.45,60.46,17.19,1.45,0.0
20150615:1510,681.09,49.65,18.21,1.17,0.0
20150615:1610,446.32,38.3,18.76,1.52,0.0
20150615:1710,165.6,26.91,18.86,1.31,0.0
20150615:1810,67.75,15.79,18.74,1.59,0.0
20150615:1910,26.2,5.19,18.17,0.69,0.0
20150615:2010,0.0,0.0,15.83,0.97,0.0
20150615:2110,0.0,0.0,15.27,0.55,0.0
20150615:2210,0.0,0.0,13.7,1.17,0.0
20150615:2310,0.0,0.0,13.03,1.66,0.0
20150616:0010,0.0,0.0,12.51,1.93,0.0
20150616:0110,0.0,0.0,12.48,2.07,0.0
20150616:0210,0.0,0.0,12.51,2.14,0.0
20150616:0310,0.0,0.0,12.22,2.07,0.0
20150616:0410,0.0,0.0,11.83,1.93,0.0
20150616:0510,15.72,3.43,10.98,1.72,0.0
20150616:0610,78.1,13.9,11.48,1.31,0.0
20150616:0710,281.66,24.95,14.3,1.17,0.0
20150616:0810,507.02,36.31,16.05,1.59,0.0
20150616:0910,696.67,47.69,17.78,1.72,0.0
20150616:1010,883.17,58.66,19.28,1.72,0.0
20150616:1110,960.5,68.11,21.01,2.41,0.0
20150616:1210,879.79,72.94,21.98,2.28,0.0
20150616:1310,922.91,69.46,22.53,1.93,0.0
20150616:1410,782.86,60.52,22.59,1.59,0.0
20150616:1510,631.88,49.71,22.89,1.59,0.0
20150616:1610,343.29,38.36,23.08,1.66,0.0
20150616:1710,265.28,26.97,23.07,1.93,0.0
20150616:1810,99.05,15.85,22.32,1.86,0.0
20150616:1910,21.83,5.26,21.98,2.21,0.0
20150616:2010,0.0,0.0,20.25,2.76,0.0
20150616:2110,0.0,0.0,18.65,2.76,0.0
20150616:2210,0.0,0.0,17.39,2.28,0.0
20150616:2310,0.0,0.0,16.19,2.14,0.0
20150617:0010,0.0,0.0,15.17,2.14,0.0
20150617:0110,0.0,0.0,14.18,2.07,0.0
20150617:0210,0.0,0.0,13.17,1.86,0.0
20150617:0310,0.0,0.0,12.23,1.79,0.0
20150617:0410,0.0,0.0,11.42,1.79,0.0
20150617:0510,16.59,3.42,10.73,1.72,0.0
20150617:0610,72.76,13.88,11.68,1.38,0.0
20150617:0710,280.5,24.93,15.64,2.07,0.0
20150617:0810,508.74,36.28,17.53,2.34,0.0
20150617:0910,715.32,47.67,19.32,2.34,0.0
20150617:1010,881.77,58.64,20.92,2.21,0.0
20150617:1110,983.74,68.11,22.36,2.0,0.0
20150617:1210,1019.25,72.97,23.64,1.93,0.0
20150617:1310,985.85,69.51,24.72,1.93,0.0
20150617:1410,877.52,60.58,25.55,2.07,0.0
20150617:1510,713.08,49.77,26.27,2.07,0.0
20150617:1610,502.34,38.42,27.02,2.28,0.0
20150617:1710,274.15,27.03,26.62,2.41,0.0
20150617:1810,67.37,15.91,26.34,2.83,0.0
20150617:1910,25.33,5.31,24.96,2.55,0.0
20150617:2010,0.0,0.0,22.69,3.31,0.0
20150617:2110,0.0,0.0,20.94,4.07,0.0
20150617:2210,0.0,0.0,19.55,4.14,0.0
20150617:2310,0.0,0.0,18.27,4.0,0.0
20150618:0010,0.0,0.0,17.13,3.79,0.0
20150618:0110,0.0,0.0,16.23,3.72,0.0
20150618:0210,0.0,0.0,15.43,3.66,0.0
20150618:0310,0.0,0.0,14.8,3.52,0.0
20150618:0410,0.0,0.0,14.29,3.31,0.0
20150618:0510,15.72,3.4,13.9,3.17,0.0
20150618:0610,75.92,13.86,14.39,2.76,0.0
20150618:0710,279.6,24.9,16.41,3.38,0.0
20150618:0810,503.2,36.26,18.73,3.1,0.0
20150618:0910,708.98,47.65,21.1,2.69,0.0
20150618:1010,872.97,58.62,23.03,2.07,0.0
20150618:1110,983.45,68.1,24.62,1.52,0.0
20150618:1210,1023.84,72.99,25.94,1.24,0.0
20150618:1310,986.69,69.56,26.97,1.1,0.0
20150618:1410,878.41,60.63,27.69,1.03,0.0
20150618:1510,717.04,49.82,28.16,1.03,0.0
20150618:1610,504.81,38.47,28.35,1.03,0.0
20150618:1710,275.64,27.09,28.27,1.03,0.0
20150618:1810,65.19,15.96,27.95,0.83,0.0
20150618:1910,26.2,5.37,27.04,0.48,0.0
20150618:2010,0.0,0.0,24.57,1.45,0.0
20150618:2110,0.0,0.0,21.97,1.86,0.0
20150618:2210,0.0,0.0,19.91,2.07,0.0
